text,intent
make a summary,make_notes
please get notes from image,make_notes
can i make a summary asap,make_notes
hey make a summary from photo,make_notes
can i extract notes,make_notes
will you get notes from image from picture,make_notes
hey extract notes,make_notes
please generate summary using ocr,make_notes
will you summarize this image now,make_notes
can i create notes,make_notes
can you make notes quickly,make_notes
can you make a summary automatically,make_notes
can you extract notes from picture,make_notes
would you kindly convert image to notes from scanned image,make_notes
can i generate summary from photo,make_notes
i want to summarize this from picture,make_notes
will you make notes,make_notes
can u generate summary using ocr,make_notes
can you convert image to notes from photo,make_notes
can you create notes from photo,make_notes
extract notes from scanned image,make_notes
hey generate notes,make_notes
can you generate notes quickly,make_notes
id like to make a summary asap,make_notes
id like to generate summary,make_notes
make a summary using ocr,make_notes
can i create notes,make_notes
can you extract notes,make_notes
would you kindly extract notes from photo,make_notes
i want to make a summary now,make_notes
id like to generate summary,make_notes
can i make a summary now,make_notes
would you kindly make notes quickly,make_notes
id like to summarize this image using ocr,make_notes
can i summarize this,make_notes
please summarize this image now,make_notes
summarize this image from this,make_notes
i want to convert image to notes using ocr,make_notes
can you generate notes from scanned image,make_notes
can i generate notes from photo,make_notes
hey convert image to notes automatically,make_notes
i want to generate summary from this image,make_notes
would you kindly convert image to notes from photo,make_notes
id like to make a summary for me,make_notes
i want to extract notes now,make_notes
id like to convert image to notes,make_notes
can i generate summary from photo,make_notes
can you get notes from image,make_notes
hey make notes,make_notes
could you extract notes from photo,make_notes
id like to create notes,make_notes
id like to create notes from photo,make_notes
will you convert image to notes from photo,make_notes
can i make notes from photo,make_notes
can i make a summary,make_notes
hey create notes,make_notes
id like to create notes automatically,make_notes
would you kindly generate summary using ocr,make_notes
can i generate notes using ocr,make_notes
can you generate notes for me,make_notes
hey extract notes asap,make_notes
please get notes from image using ocr,make_notes
could you generate notes from this,make_notes
could you summarize this from scanned image,make_notes
please summarize this image from this,make_notes
summarize this image now,make_notes
can you generate summary from photo,make_notes
i want to summarize this from this image,make_notes
summarize this image from photo,make_notes
get notes from image from this,make_notes
can you extract notes,make_notes
make notes from this image,make_notes
can u convert image to notes,make_notes
can u summarize this asap,make_notes
can u make notes,make_notes
create notes using ocr,make_notes
would you kindly extract notes automatically,make_notes
summarize this image asap,make_notes
could you make notes from this,make_notes
can i generate notes from picture,make_notes
hey make a summary using ocr,make_notes
id like to create notes from photo,make_notes
make notes quickly,make_notes
id like to make notes from this,make_notes
id like to make a summary now,make_notes
i want to summarize this image for me,make_notes
extract notes,make_notes
i want to convert image to notes,make_notes
make a summary,make_notes
please get notes from image now,make_notes
get notes from image from this,make_notes
i want to make a summary from this,make_notes
will you create notes for me,make_notes
will you generate notes from photo,make_notes
will you generate summary from picture,make_notes
would you kindly convert image to notes quickly,make_notes
could you extract notes from scanned image,make_notes
hey make notes automatically,make_notes
summarize this from picture,make_notes
could you make a summary from photo,make_notes
can u make notes,make_notes
will you generate notes from scanned image,make_notes
will you convert image to notes from this image,make_notes
i want to generate notes now,make_notes
can u convert image to notes from photo,make_notes
could you make a summary,make_notes
could you get notes from image from this,make_notes
will you generate summary from scanned image,make_notes
i want to get notes from image from picture,make_notes
can i summarize this image from this image,make_notes
can you summarize this for me,make_notes
can you get notes from image,make_notes
please convert image to notes,make_notes
can you generate notes automatically,make_notes
i want to make a summary from this,make_notes
will you summarize this from this image,make_notes
i want to summarize this image using ocr,make_notes
can you summarize this image from this image,make_notes
can you make notes quickly,make_notes
id like to generate summary automatically,make_notes
please convert image to notes,make_notes
can i generate summary for me,make_notes
could you convert image to notes quickly,make_notes
hey extract notes for me,make_notes
can u summarize this image,make_notes
extract notes from this,make_notes
would you kindly make notes from picture,make_notes
hey generate summary,make_notes
generate notes automatically,make_notes
will you extract notes quickly,make_notes
hey extract notes now,make_notes
please get notes from image now,make_notes
would you kindly summarize this from scanned image,make_notes
i want to generate notes using ocr,make_notes
please create notes for me,make_notes
make notes from picture,make_notes
can you create notes from this image,make_notes
can u generate notes automatically,make_notes
can u convert image to notes from this image,make_notes
can you summarize this image from picture,make_notes
i want to summarize this,make_notes
could you summarize this image from photo,make_notes
can u make a summary,make_notes
will you summarize this image from this,make_notes
could you extract notes now,make_notes
please make notes from this,make_notes
can you generate summary from picture,make_notes
can you summarize this quickly,make_notes
id like to generate summary from scanned image,make_notes
could you convert image to notes from picture,make_notes
id like to generate notes automatically,make_notes
id like to make notes,make_notes
i want to make a summary from photo,make_notes
could you summarize this image from this image,make_notes
will you get notes from image now,make_notes
could you generate notes from photo,make_notes
make a summary quickly,make_notes
i want to create notes from picture,make_notes
will you convert image to notes,make_notes
can you summarize this image from this,make_notes
i want to create notes using ocr,make_notes
id like to create notes from this image,make_notes
i want to create notes automatically,make_notes
can i generate summary from scanned image,make_notes
can u get notes from image now,make_notes
could you convert image to notes asap,make_notes
could you extract notes automatically,make_notes
make notes automatically,make_notes
can you extract notes for me,make_notes
would you kindly generate notes from picture,make_notes
please summarize this image for me,make_notes
can you summarize this image from scanned image,make_notes
can u summarize this image from picture,make_notes
would you kindly make notes automatically,make_notes
could you get notes from image from this image,make_notes
please summarize this image from this image,make_notes
can i summarize this from this,make_notes
will you generate summary automatically,make_notes
i want to extract notes,make_notes
could you summarize this image,make_notes
would you kindly generate notes from scanned image,make_notes
could you summarize this image from this image,make_notes
can i make a summary for me,make_notes
can you make notes from picture,make_notes
can u convert image to notes automatically,make_notes
can i summarize this image from this,make_notes
can i summarize this from photo,make_notes
would you kindly convert image to notes from photo,make_notes
please convert image to notes,make_notes
can you make notes asap,make_notes
can you summarize this from scanned image,make_notes
can i generate summary asap,make_notes
id like to generate notes from photo,make_notes
can you get notes from image for me,make_notes
id like to get notes from image automatically,make_notes
could you summarize this automatically,make_notes
summarize this image asap,make_notes
please summarize this image quickly,make_notes
extract notes now,make_notes
could you extract notes for me,make_notes
id like to make notes from photo,make_notes
will you summarize this image from scanned image,make_notes
i want to get notes from image from picture,make_notes
id like to generate summary automatically,make_notes
hey generate summary,make_notes
hey convert image to notes asap,make_notes
will you generate summary quickly,make_notes
please make a summary from this image,make_notes
please extract notes quickly,make_notes
hey summarize this image asap,make_notes
could you summarize this,make_notes
i want to summarize this from this,make_notes
please generate summary automatically,make_notes
can i summarize this,make_notes
